,LotArea,OverallQual,MasVnrArea,BsmtQual,BsmtCond,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,LowQualFinSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,PoolArea,PoolQC,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,Regular_or_not,Feedr,Norm,PosA,PosN,RRAe,RRAn,RRNe,RRNn,age,relative_year_built,total_FullBath,total_HalfBath,PORCH,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12
653,10320,6,0,TA,3.0,0,756,756,5,0,1469,7,0,1,0,,0,2008,WD,Normal,135000,1.0,0,1,0,0,0,0,0,0,13,0.2463768115942029,1,0,239,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
654,10437,8,660,Gd,3.0,1696,413,2109,5,0,2113,7,1,3,0,,0,2008,WD,Normal,350000,0.0,0,1,0,0,0,0,0,0,13,0.8913043478260869,3,1,46,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
655,1680,6,381,TA,3.0,0,525,525,3,0,1092,6,0,1,0,,0,2010,WD,Family,88000,1.0,0,1,0,0,0,0,0,0,39,0.717391304347826,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
656,10007,5,54,TA,3.0,806,247,1053,5,0,1053,5,0,1,0,,0,2008,WD,Normal,145500,0.0,0,1,0,0,0,0,0,0,2,0.6304347826086957,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
657,7200,7,0,Gd,3.0,0,776,776,3,0,1502,6,1,1,0,,0,2008,WD,Normal,149000,1.0,0,1,0,0,0,0,0,0,8,0.427536231884058,1,1,112,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
658,17503,6,0,TA,3.0,0,912,912,3,0,1458,6,1,1,0,,0,2010,WD,Abnorml,97500,1.0,0,1,0,0,0,0,0,0,60,0.5507246376811594,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
659,9937,5,0,TA,3.0,637,849,1486,5,0,1486,7,0,2,0,,0,2009,WD,Normal,167000,1.0,0,1,0,0,0,0,0,0,10,0.6666666666666666,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
660,12384,7,233,Gd,3.0,0,793,793,3,0,1935,7,1,2,0,,0,2007,WD,Normal,197900,1.0,0,1,0,0,0,0,0,0,31,0.7536231884057971,2,1,365,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
661,46589,8,528,Gd,4.0,1361,88,1629,5,0,2448,8,1,3,0,,0,2009,WD,Normal,402000,0.0,0,1,0,0,0,0,0,0,4,0.8840579710144928,3,1,76,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
662,13560,6,216,Fa,2.0,0,1392,1392,4,0,1392,5,2,2,0,,0,2009,WD,Normal,110000,1.0,0,1,0,0,0,0,0,0,41,0.6956521739130435,2,0,240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
663,10012,4,0,Gd,3.0,920,38,1138,3,0,1181,6,0,2,0,,0,2008,WD,Normal,137500,1.0,0,1,0,0,0,0,0,0,36,0.7246376811594203,3,0,180,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
664,20896,8,0,Ex,3.0,1721,356,2077,5,0,2097,8,1,3,0,,0,2006,New,Partial,423000,0.0,0,1,0,0,0,1,0,0,0,0.9637681159420289,2,1,267,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
665,11194,8,40,Gd,3.0,0,1406,1406,5,0,1936,7,1,2,0,,0,2006,WD,Normal,230500,0.0,0,1,0,0,0,0,0,0,6,0.927536231884058,2,1,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
666,18450,6,113,Gd,3.0,187,111,1021,3,0,2380,7,1,2,0,,0,2007,WD,Abnorml,129000,0.0,0,1,0,0,0,0,0,0,28,0.6739130434782609,2,1,265,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
667,8125,6,258,Gd,3.0,1138,270,1408,5,0,1679,7,1,2,0,,0,2008,WD,Normal,193500,1.0,0,1,0,0,0,0,0,0,10,0.8840579710144928,3,0,42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
668,14175,5,0,TA,3.0,988,200,1188,4,0,1437,6,1,2,0,,0,2006,WD,Normal,168000,1.0,0,1,0,0,0,0,0,0,19,0.6086956521739131,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
669,11600,4,0,Fa,3.0,0,700,700,5,0,1180,5,1,1,0,,0,2006,WD,Normal,137500,1.0,0,1,0,0,0,0,0,0,56,0.36231884057971014,1,0,67,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
670,8633,6,0,Gd,3.0,193,545,738,5,0,1476,7,0,2,0,,0,2009,WD,Normal,173500,1.0,0,1,0,0,0,0,0,0,4,0.9637681159420289,3,1,35,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
671,6629,6,0,TA,3.0,551,121,672,3,0,1369,6,0,1,0,,0,2009,WD,Normal,103600,1.0,0,1,0,0,0,0,0,0,59,0.38405797101449274,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
672,11250,6,0,Gd,3.0,767,441,1208,3,0,1208,6,1,2,0,,0,2006,WD,Normal,165000,0.0,0,1,0,0,0,0,0,0,29,0.7608695652173914,2,1,42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
673,14442,6,106,TA,3.0,1186,291,1477,5,0,1839,7,2,2,0,,0,2007,WD,Normal,257500,1.0,0,1,0,0,0,0,0,0,3,0.6159420289855072,3,0,287,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
674,9200,6,0,TA,3.0,892,244,1136,3,0,1136,5,1,1,0,,0,2008,WD,Normal,140000,1.0,0,1,0,0,0,0,0,0,43,0.6739130434782609,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
675,2289,6,0,TA,3.0,311,544,855,3,0,1441,7,1,2,0,,0,2009,WD,Normal,148500,1.0,0,1,0,0,0,0,0,0,31,0.7681159420289855,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
676,9600,4,0,TA,2.0,0,1095,1095,2,0,1774,8,0,3,0,,0,2006,WD,Normal,87000,1.0,0,1,0,0,0,0,0,0,56,0.2028985507246377,3,0,90,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
677,9022,5,0,TA,3.0,0,768,768,5,0,792,5,0,1,0,,0,2009,WD,Normal,109500,1.0,0,1,0,0,0,0,0,0,3,0.37681159420289856,1,0,120,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
678,11844,8,464,Ex,3.0,0,2046,2046,5,0,2046,7,1,3,0,,0,2009,New,Partial,372500,0.0,0,1,0,0,0,0,0,0,1,0.9855072463768116,2,1,82,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
679,9945,5,57,TA,3.0,827,161,988,3,0,988,5,0,2,0,,0,2007,WD,Normal,128500,0.0,0,1,0,0,0,0,0,0,46,0.644927536231884,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
680,8012,6,0,Gd,3.0,543,261,923,3,0,923,5,1,1,0,,0,2010,WD,Normal,143000,1.0,0,1,0,0,0,0,0,0,30,0.782608695652174,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
681,4500,5,0,TA,3.0,182,611,793,5,0,1520,6,0,1,0,,0,2009,WD,Abnorml,159434,0.0,0,1,0,0,0,0,0,0,9,0.43478260869565216,1,0,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
682,2887,6,0,Gd,3.0,1003,288,1291,5,0,1291,6,1,2,0,,0,2008,WD,Normal,173000,1.0,0,1,0,0,0,0,0,0,11,0.8985507246376812,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
683,11248,9,215,Gd,3.0,1059,567,1626,5,0,1668,7,1,3,0,,0,2007,WD,Normal,285000,0.0,0,1,0,0,0,0,0,0,5,0.9420289855072463,3,0,45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
684,16770,7,30,Gd,3.0,0,1195,1195,4,0,1839,7,0,2,0,,0,2010,WD,Normal,221000,0.0,0,1,0,0,0,0,0,0,12,0.9130434782608695,2,1,81,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
685,5062,7,0,Gd,3.0,828,180,1190,4,0,2090,6,1,2,0,,0,2007,WD,Normal,207500,0.0,0,1,0,0,0,0,0,0,23,0.8115942028985508,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
686,10207,7,0,Gd,3.0,0,874,874,5,0,1761,7,0,2,0,,0,2007,New,Partial,227875,1.0,0,1,0,0,0,0,0,0,0,0.9782608695652174,3,0,105,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
687,5105,7,0,Gd,3.0,239,312,551,5,0,1102,4,0,2,0,,0,2007,WD,Normal,148800,0.0,0,1,0,0,0,0,0,0,3,0.9565217391304348,2,1,60,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
688,8089,8,0,Gd,3.0,945,474,1419,5,0,1419,7,1,2,0,,0,2007,New,Partial,392000,1.0,0,1,0,0,0,0,0,0,0,0.9782608695652174,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
689,7577,6,256,Gd,3.0,20,1342,1362,5,0,1362,6,1,2,0,,0,2007,WD,Normal,194700,0.0,0,1,0,0,0,0,0,0,1,0.9637681159420289,2,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
690,4426,6,147,Gd,3.0,697,151,848,5,0,848,3,1,2,0,,0,2008,WD,Normal,141000,1.0,0,1,0,0,0,0,0,0,4,0.9565217391304348,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
691,21535,10,1170,Ex,3.0,1455,989,2444,5,0,4316,10,2,3,0,,0,2007,WD,Normal,755000,0.0,0,1,0,0,0,0,0,0,12,0.8840579710144928,3,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
692,26178,7,293,Gd,3.0,965,245,1210,5,0,2519,9,2,2,0,,0,2006,WD,Normal,335000,0.0,0,1,0,0,0,0,0,0,16,0.8478260869565217,3,1,27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
693,5400,5,0,TA,3.0,0,1073,1073,5,0,1073,4,0,1,0,,0,2006,WD,Abnorml,108480,1.0,0,1,0,0,0,0,0,0,38,0.35507246376811596,1,0,112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
694,6120,5,0,TA,3.0,0,927,927,3,0,1539,5,0,2,0,,0,2009,WD,Normal,141500,1.0,0,1,0,0,0,0,0,0,59,0.463768115942029,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
695,13811,6,72,Gd,4.0,980,92,1112,4,0,1137,5,1,2,0,,0,2006,WD,Normal,176000,0.0,0,1,0,0,0,0,0,0,19,0.8333333333333334,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
696,6000,5,0,TA,3.0,616,0,616,4,0,616,4,0,1,0,,0,2006,WD,Normal,89000,1.0,0,1,0,0,0,0,0,0,56,0.35507246376811596,1,0,129,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
697,6420,5,0,Ex,4.0,210,219,980,2,0,1148,6,0,1,0,,0,2006,WD,Normal,123500,0.0,0,1,0,0,0,0,0,0,54,0.5797101449275363,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
698,8450,5,0,TA,3.0,553,224,894,5,0,894,5,1,1,0,,0,2010,WD,Normal,138500,1.0,0,1,0,0,1,0,0,0,1,0.6739130434782609,2,0,144,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
699,4282,7,0,Gd,3.0,16,1375,1391,5,0,1391,5,0,2,0,,0,2008,WD,Normal,196000,0.0,0,1,0,0,0,0,0,0,4,0.9565217391304348,2,0,158,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
700,14331,8,630,Ex,3.0,1274,526,1800,5,0,1800,7,1,3,0,,0,2006,WD,Normal,312500,1.0,0,1,0,0,0,0,0,0,4,0.9420289855072463,3,0,78,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
701,9600,7,168,TA,3.0,0,1164,1164,3,0,1164,6,0,2,0,,0,2006,COD,Normal,140000,1.0,0,1,0,0,0,0,0,0,37,0.7028985507246377,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
702,12438,8,466,Ex,4.0,0,1234,1234,5,0,2576,10,1,3,0,,0,2006,New,Partial,361919,0.0,0,1,0,0,0,0,0,0,0,0.9710144927536232,2,1,100,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
703,7630,5,0,Gd,3.0,0,360,360,4,0,1812,8,1,2,0,,0,2010,WD,Normal,140000,1.0,1,1,0,0,0,0,0,0,14,0.2028985507246377,2,0,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
704,8400,7,109,Gd,3.0,712,761,1473,5,0,1484,7,0,2,0,,0,2010,WD,Normal,213000,1.0,0,1,0,0,0,0,0,0,5,0.9565217391304348,3,0,179,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
705,5600,4,0,,0.0,0,0,0,2,0,1092,7,0,0,0,,3500,2010,WD,Normal,55000,1.0,0,1,0,0,0,0,0,0,60,0.42028985507246375,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
706,115149,7,351,Gd,3.0,1219,424,1643,3,0,1824,5,2,2,0,,0,2007,WD,Normal,302000,0.0,0,1,0,0,0,0,0,0,5,0.717391304347826,3,0,48,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
707,6240,8,176,Gd,3.0,863,461,1324,5,0,1324,6,1,2,0,,0,2009,WD,Normal,254000,1.0,0,1,0,0,0,0,0,0,3,0.9710144927536232,3,0,38,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
708,9018,7,0,Gd,3.0,0,728,728,5,0,1456,8,1,2,0,,0,2007,New,Partial,179540,0.0,0,1,0,0,0,0,0,0,0,0.9782608695652174,2,1,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
709,7162,5,41,TA,3.0,0,876,876,3,0,904,6,0,1,0,,0,2008,WD,Abnorml,109900,0.0,0,1,0,0,0,0,0,0,42,0.6811594202898551,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
710,4130,3,0,TA,3.0,0,270,270,4,0,729,5,0,0,0,,0,2008,WD,Normal,52000,0.0,0,1,0,0,0,0,0,0,5,0.45652173913043476,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
711,8712,4,0,TA,3.0,0,859,859,4,0,1178,7,0,1,0,,0,2010,WD,Abnorml,102776,1.0,0,1,0,0,0,0,0,0,60,0.2028985507246377,1,0,98,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
712,4671,8,0,Gd,3.0,767,461,1228,4,0,1228,5,1,2,0,,0,2008,WD,Normal,189000,0.0,0,1,0,0,0,0,0,0,19,0.8405797101449275,3,0,120,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
713,9873,4,160,TA,3.0,789,171,960,3,0,960,6,0,2,0,,0,2006,WD,Normal,129000,1.0,0,1,0,0,0,1,0,0,36,0.7101449275362319,2,0,288,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
714,13517,6,289,TA,3.0,533,192,725,5,0,1479,6,0,2,0,,0,2010,WD,Normal,130500,0.0,0,1,0,0,1,0,0,0,5,0.7536231884057971,2,1,44,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
715,10140,6,174,Gd,3.0,0,1064,1064,3,0,1350,7,1,2,0,,0,2009,WD,Normal,165000,1.0,0,1,0,0,0,0,0,0,35,0.7391304347826086,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
716,10800,7,0,TA,3.0,0,718,718,5,0,2554,8,0,2,0,,0,2007,WD,Normal,159500,1.0,0,1,0,0,0,0,0,0,9,0.13043478260869565,1,1,191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
